run_id,model_name,series_id,ticker,market,horizon,fold_id,rmse,mae,directional_accuracy
forecasting_benchmark_v2,naive_zero,RU:ABRD,ABRD,RU,20,2,0.06519018556867029,0.040734476636967276,0.02880658436213992
forecasting_benchmark_v2,naive_zero,RU:ABRD,ABRD,RU,20,3,0.09369534278643751,0.07366415139584906,0.01440329218106996
forecasting_benchmark_v2,naive_mean,RU:ABRD,ABRD,RU,20,1,0.11249025232847756,0.05087868934109038,0.3662551440329218
forecasting_benchmark_v2,naive_mean,RU:ABRD,ABRD,RU,20,2,0.06611401696368813,0.04250640984243219,0.4176954732510288
forecasting_benchmark_v2,naive_mean,RU:ABRD,ABRD,RU,20,3,0.09348326288747125,0.07306806703734461,0.5596707818930041
forecasting_benchmark_v2,ridge_lag,RU:ABRD,ABRD,RU,20,1,0.11115955926099172,0.0501489945570648,0.3991769547325103
forecasting_benchmark_v2,ridge_lag,RU:ABRD,ABRD,RU,20,2,0.07008779578055466,0.04646106765372933,0.4691358024691358
forecasting_benchmark_v2,ridge_lag,RU:ABRD,ABRD,RU,20,3,0.09619016436376938,0.07581745011954727,0.47530864197530864
forecasting_benchmark_v2,esn,RU:ABRD,ABRD,RU,20,1,0.11114944077967917,0.050057856341899166,0.4012345679012346
forecasting_benchmark_v2,esn,RU:ABRD,ABRD,RU,20,2,0.07026065066817143,0.04665027299024221,0.4711934156378601
forecasting_benchmark_v2,esn,RU:ABRD,ABRD,RU,20,3,0.09623973254149766,0.07593939444260892,0.4773662551440329
forecasting_benchmark_v2,chaotic_esn,RU:ABRD,ABRD,RU,20,1,0.11810979331970956,0.055005444178032006,0.4053497942386831
forecasting_benchmark_v2,chaotic_esn,RU:ABRD,ABRD,RU,20,2,0.07449476808294445,0.048732137923428655,0.4670781893004115
forecasting_benchmark_v2,chaotic_esn,RU:ABRD,ABRD,RU,20,3,0.09622661074743391,0.07649323080450483,0.4876543209876543
forecasting_benchmark_v2,transient_chaotic_esn,RU:ABRD,ABRD,RU,20,1,0.11773899908349866,0.05417672800213485,0.411522633744856
forecasting_benchmark_v2,transient_chaotic_esn,RU:ABRD,ABRD,RU,20,2,0.06994131432865605,0.04686163747333305,0.4506172839506173
forecasting_benchmark_v2,transient_chaotic_esn,RU:ABRD,ABRD,RU,20,3,0.0961589962670325,0.07622027667909027,0.4876543209876543
forecasting_benchmark_v2,vanilla_mlp,RU:ABRD,ABRD,RU,20,1,0.11256778127539363,0.042983394452703806,0.43004115226337447
forecasting_benchmark_v2,vanilla_mlp,RU:ABRD,ABRD,RU,20,2,0.06934593851036097,0.04765594548219405,0.4176954732510288
forecasting_benchmark_v2,vanilla_mlp,RU:ABRD,ABRD,RU,20,3,0.09473211485119558,0.07464894121752397,0.4732510288065844
forecasting_benchmark_v2,chaotic_mlp,RU:ABRD,ABRD,RU,20,1,0.11543588697767461,0.04309858632327516,0.5740740740740741
forecasting_benchmark_v2,chaotic_mlp,RU:ABRD,ABRD,RU,20,2,0.08474996031371691,0.06686428692139626,0.4176954732510288
forecasting_benchmark_v2,chaotic_mlp,RU:ABRD,ABRD,RU,20,3,0.09545717380509389,0.07562619014857154,0.39711934156378603
forecasting_benchmark_v2,chaotic_logistic_net,RU:ABRD,ABRD,RU,20,1,0.11450887505584832,0.042156189863431455,0.5699588477366255
forecasting_benchmark_v2,chaotic_logistic_net,RU:ABRD,ABRD,RU,20,2,0.0784152393215289,0.05940174408297528,0.4176954732510288
forecasting_benchmark_v2,chaotic_logistic_net,RU:ABRD,ABRD,RU,20,3,0.09402967559045364,0.07418659806751085,0.42592592592592593
forecasting_benchmark_v2,lstm_forecast,RU:ABRD,ABRD,RU,20,1,0.11251508819375651,0.045897137568463774,0.3662551440329218
forecasting_benchmark_v2,lstm_forecast,RU:ABRD,ABRD,RU,20,2,0.06858542880713851,0.04633527195540233,0.4176954732510288
forecasting_benchmark_v2,lstm_forecast,RU:ABRD,ABRD,RU,20,3,0.09432887422951877,0.07401998532483588,0.4876543209876543
forecasting_benchmark_v2,chaotic_lstm_forecast,RU:ABRD,ABRD,RU,20,1,0.11191348273633399,0.04414934088778396,0.39711934156378603
forecasting_benchmark_v2,chaotic_lstm_forecast,RU:ABRD,ABRD,RU,20,2,0.0680610858061713,0.04627404021793378,0.42592592592592593
forecasting_benchmark_v2,chaotic_lstm_forecast,RU:ABRD,ABRD,RU,20,3,0.09416309537649963,0.07400094431259174,0.4876543209876543
forecasting_benchmark_v2,naive_zero,RU:AFKS,AFKS,RU,1,1,0.020824318925821882,0.014243097096313852,0.008264462809917356
forecasting_benchmark_v2,naive_zero,RU:AFKS,AFKS,RU,1,2,0.02993637239708681,0.018273387696907395,0.002066115702479339
forecasting_benchmark_v2,naive_zero,RU:AFKS,AFKS,RU,1,3,0.019886901026537313,0.014357784567642725,0.006198347107438017
forecasting_benchmark_v2,naive_mean,RU:AFKS,AFKS,RU,1,1,0.02115331757492006,0.014518240322410222,0.4793388429752066
